sent_id,sent,word_num,un_id,lemma,pos_tag,sense_key,sense_number,hom_type,hom_id,bert_sent
d047.s030,thus the student of literature may sometimes find it helpful to classify a poem or an essay as being in idea or in ideal content or subject matter typical or atypical of its period,24,semcor.d047.s030.t011,content,NOUN,content%1:10:00::,content#n#1,400,content#n#1#400,or an essay as being in idea or in ideal content or subject matter typical or atypical of its period
d072.s029,how literature does this or for whom is certainly not clear but the content form and language of the message &apos;&apos; as well as the source would all play differentiated parts in giving and molding a sense of purpose,13,semcor.d072.s029.t006,content,NOUN,content%1:10:00::,content#n#1,400,content#n#1#400,this or for whom is certainly not clear but the content form and language of the message &apos;&apos; as well
d075.s002,the content of his words may lapse back into monotonous repetition as if a phonograph needle were stuck in one groove only seldom is it so simple as to be a matter of his obviously parroting some timeworn axiom common to our culture which he has evidently heard over and over from a parent until he experiences it as part of him,1,semcor.d075.s002.t000,content,NOUN,content%1:10:00::,content#n#1,400,content#n#1#400,the content of his words may lapse back into monotonous repetition
d107.s025,the cores of deep sea sediments and content of collectors in remote regions are valuable in this category,7,semcor.d107.s025.t004,content,NOUN,content%1:14:00::,content#n#1,400,content#n#1#400,the cores of deep sea sediments and content of collectors in remote regions are valuable in this
d107.s087,for all meteorites the average nickel content is about 2.5 per cent,6,semcor.d107.s087.t003,content,NOUN,content%1:24:00::,content#n#1,400,content#n#1#400,for all meteorites the average nickel content is about 2.5 per cent
d107.s088,this is much higher than the nickel content of terrestrial dusts and sediments and provides a basis for the determination of the meteoritic mass influx,7,semcor.d107.s088.t004,content,NOUN,content%1:24:00::,content#n#1,400,content#n#1#400,this is much higher than the nickel content of terrestrial dusts and sediments and provides a basis
d114.s000,if the content of faith is to be presented today in a form that can be understanded of the people &apos;&apos; and this it must not be forgotten is one of the goals of the perennial theological task there is no other choice but to abandon completely a mythological manner of representation,2,semcor.d114.s000.t000,content,NOUN,content%1:09:00::,content#n#1,400,content#n#1#400,if the content of faith is to be presented today in a
d127.s023,immediately the film improved and it improved because in narrative it found a content based on time to complement its own unbreakable connection with time,13,semcor.d127.s023.t006,content,NOUN,content%1:10:00::,content#n#1,400,content#n#1#400,improved and it improved because in narrative it found a content based on time to complement its own unbreakable connection
d147.s111,dr. wilson c. grant of the veterans &apos; administration hospital coral gables florida and the university of miami school of medicine set out to discover if avocados because of their high content of unsaturated fatty acids would reduce the cholesterol of the blood in selected patients,18,semcor.d147.s111.t009,content,NOUN,content%1:23:00::,content#n#1,400,content#n#1#400,administration hospital coral gables florida and the university of miami school of medicine set out to discover if avocados because
d160.s019,exclusive of esthetic values such as high or low foam level perfume content etc. the requirements for the organic active used in washing textiles are high,12,semcor.d160.s019.t008,content,NOUN,content%1:23:00::,content#n#1,400,content#n#1#400,esthetic values such as high or low foam level perfume content etc. the requirements for the organic active used in
d016.s052,and just as laurie &apos;&apos; lawrence was first attracted to bright jo march who found him immature by her high standards and then had to content himself with her younger sister amy so joe jastrow who had also been writing henrietta before he came to johns hopkins had to content himself with her younger sister pretty rachel,23,semcor.d016.s052.t012,content,VERB,content%2:34:00::,content#v#2,100,content#v#2#100,who found him immature by her high standards and then had to content himself with her younger sister amy so
d016.s052,and just as laurie &apos;&apos; lawrence was first attracted to bright jo march who found him immature by her high standards and then had to content himself with her younger sister amy so joe jastrow who had also been writing henrietta before he came to johns hopkins had to content himself with her younger sister pretty rachel,45,semcor.d016.s052.t022,content,VERB,content%2:34:00::,content#v#2,100,content#v#2#100,who had also been writing henrietta before he came to johns hopkins had to content himself with her younger sister
d154.s011,he would have to work without questioning the motives which made him work and content himself with the thought that the eventual victory however it was brought about would be sweet indeed,14,semcor.d154.s011.t003,content,VERB,content%2:37:00::,content#v#2,100,content#v#2#100,work without questioning the motives which made him work and content himself with the thought that the eventual victory however
d017.s160,the poor kid the poor frail kid,2,semcor.d017.s160.t001,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,the poor kid the poor frail kid
d017.s160,the poor kid the poor frail kid,6,semcor.d017.s160.t004,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,the poor kid the poor frail kid
d038.s012,they &apos;ve found some sort of new evidence a bundle of clothes or something and it must link the kid even stronger to the crime,19,semcor.d038.s012.t007,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,bundle of clothes or something and it must link the kid even stronger to the crime
d038.s014,the two kids were together a lot they were having some kind of teen-age affair god knows how far that had gone and the kid &apos;s crippled,2,semcor.d038.s014.t001,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,the two kids were together a lot they were having some kind
d038.s014,the two kids were together a lot they were having some kind of teen-age affair god knows how far that had gone and the kid &apos;s crippled,23,semcor.d038.s014.t011,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,teen-age affair god knows how far that had gone and the kid &apos;s crippled
d045.s013,out of the church and into his big car it tooling over the road with him driving and the headlights sweeping the pike ahead and after he hit college his expansiveness the quaint little pine board tourist courts cabins really with a cute naked light bulb in the ceiling unfrosted and naked as a streetlight like the one on the corner where you used to play when you were a kid where you watched the bats swooping in after the bugs watching in between your bouts at hopscotch a room complete with moths pinging the light and the few casual cockroaches cruising the walls an insect highway patrol with feelers waving,68,semcor.d045.s013.t029,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,on the corner where you used to play when you were a kid where you watched the bats swooping in
d070.s003,then in the fifth anniston &apos;s kid catcher caught onto a curve and smacked the ball into left center field,6,semcor.d070.s003.t003,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,then in the fifth anniston &apos;s kid catcher caught onto a curve and smacked the ball
d070.s167,deegan had no business ramming into that kid out there,7,semcor.d070.s167.t004,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,deegan had no business ramming into that kid out there
d079.s002,two of the new hands a mexican named jose amado and a kid known only as laredo were picked for the first trick of riding night herd,11,semcor.d079.s002.t005,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,of the new hands a mexican named jose amado and a kid known only as laredo were picked for the
d079.s035,he would tell her not to pry into grownups &apos; affairs as though she were a little kid like elena,17,semcor.d079.s035.t007,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,into grownups &apos; affairs as though she were a little kid like elena
d091.s026,a new york kid a refugee from one of the harlem gangs made fun of trig &apos;s accent and drew a knife,2,semcor.d091.s026.t001,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,a new york kid a refugee from one of the harlem gangs
d108.s001,i decided i hated the pedersen kid too dying in our kitchen while i was away where i could n&apos;t watch dying just to entertain hans and making me go up snapping steps and down a drafty hall pa lumped under the covers at the end like dung covered with snow snoring and whistling,6,semcor.d108.s001.t003,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,i decided i hated the pedersen kid too dying in our kitchen while i was away
d108.s003,he &apos;d not care about getting waked so he could give up some of his whisky to a slit of a kid and maybe lose one of his hiding places in the bargain,20,semcor.d108.s003.t006,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,give up some of his whisky to a slit of a kid and maybe lose one of his hiding places
d108.s005,i did n&apos;t hurry though it was cold and the pedersen kid was in the kitchen,11,semcor.d108.s005.t003,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,did n&apos;t hurry though it was cold and the pedersen kid was in the kitchen
d108.s019,i knew better but i was thinking of the pedersen kid mother-naked in all that dough,9,semcor.d108.s019.t004,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,i knew better but i was thinking of the pedersen kid mother-naked in all that dough
d108.s032,he found the pedersen kid by the crib &apos;&apos;,4,semcor.d108.s032.t002,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,he found the pedersen kid by the crib &apos;&apos;
d108.s036,the kid &apos;s froze good,1,semcor.d108.s036.t000,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,the kid &apos;s froze good
d108.s042,the kid &apos;&apos;,1,semcor.d108.s042.t000,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,the kid &apos;&apos;
d108.s052,the kid &apos;&apos;,1,semcor.d108.s052.t000,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,the kid &apos;&apos;
d108.s092,hans had laid steaming towels over the kid &apos;s chest and stomach,7,semcor.d108.s092.t004,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,hans had laid steaming towels over the kid &apos;s chest and stomach
d108.s093,he was rubbing snow on the kid &apos;s legs and feet,6,semcor.d108.s093.t002,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,he was rubbing snow on the kid &apos;s legs and feet
d108.s094,water from the snow and water from the towels had run off the kid to the table where the dough was and the dough was turning pasty sticking to the kid &apos;s back and behind,13,semcor.d108.s094.t005,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,snow and water from the towels had run off the kid to the table where the dough was and the
d108.s094,water from the snow and water from the towels had run off the kid to the table where the dough was and the dough was turning pasty sticking to the kid &apos;s back and behind,29,semcor.d108.s094.t013,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,dough was and the dough was turning pasty sticking to the kid &apos;s back and behind
d108.s114,this kid &apos;s froze bad,1,semcor.d108.s114.t000,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,this kid &apos;s froze bad
d108.s116,you want the kid to die,3,semcor.d108.s116.t001,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,you want the kid to die
d108.s119,pa do n&apos;t care about the kid &apos;&apos;,6,semcor.d108.s119.t002,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,pa do n&apos;t care about the kid &apos;&apos;
d108.s129,not pedersen &apos;s kid neither,3,semcor.d108.s129.t002,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,not pedersen &apos;s kid neither
d108.s131,not the kid neither &apos;&apos;,2,semcor.d108.s131.t001,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,not the kid neither &apos;&apos;
d108.s144,hans rubbed the kid with more snow &amp; &amp; &amp; rubbed &amp; &amp; &amp; rubbed,3,semcor.d108.s144.t002,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,hans rubbed the kid with more snow &amp; &amp; &amp; rubbed &amp; &amp;
d108.s188,ma poked her toe in the kid &apos;s clothes,6,semcor.d108.s188.t003,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,ma poked her toe in the kid &apos;s clothes
d108.s190,big hans began pouring whisky in the kid &apos;s mouth but his mouth filled without any getting down his throat and in a second it was dripping from his chin,6,semcor.d108.s190.t004,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,big hans began pouring whisky in the kid &apos;s mouth but his mouth filled without any
d108.s193,i did n&apos;t want to touch him and i hoped ma would do it but she kept looking at the kid &apos;s clothes piled on the floor and the pool of water by them and did n&apos;t make any move to,20,semcor.d108.s193.t006,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,ma would do it but she kept looking at the kid &apos;s clothes piled on the floor and the pool
d108.s216,hans had his fingers in the kid &apos;s mouth,6,semcor.d108.s216.t003,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,hans had his fingers in the kid &apos;s mouth
d159.s062,if anything may be predicted in the quicksilver world of retailing it seems likely that the suburban branch will come to dominate children &apos;s clothing taking the kid downtown is too much of a production household gadgetry and the discount business in big-ticket items,27,semcor.d159.s062.t013,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,branch will come to dominate children &apos;s clothing taking the kid downtown is too much of a production household gadgetry
d164.s075,did he ever visit here when he was a kid &apos;&apos;,9,semcor.d164.s075.t004,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,did he ever visit here when he was a kid &apos;&apos;
d164.s080,when he was a kid i was n&apos;t around &apos;&apos;,4,semcor.d164.s080.t001,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,when he was a kid i was n&apos;t around &apos;&apos;
d185.s094,stengel probably preached too much in the early days when the kid wanted to pop his bubble gum and sow his oats,10,semcor.d185.s094.t006,kid,NOUN,kid%1:18:00::,kid#n#1,100,kid#n#1#100,stengel probably preached too much in the early days when the kid wanted to pop his bubble gum and sow
d018.s047,who knew angie might not last long,5,semcor.d018.s047.t003,last,VERB,last%2:42:00::,last#v#2,400,last#v#2#400,who knew angie might not last long
d054.s017,it was the conclusion of the first phase of a process of tragic recollection and of refining the recollection that will last as long as there are jews,21,semcor.d054.s017.t009,last,VERB,last%2:42:01::,last#v#2,400,last#v#2#400,of tragic recollection and of refining the recollection that will last as long as there are jews
d125.s033,last week when royal was informed that three longhorns were among the conference &apos;s top four in rushing he said that won&apos;t last long &apos;&apos;,22,semcor.d125.s033.t012,last,VERB,last%2:42:00::,last#v#2,400,last#v#2#400,conference &apos;s top four in rushing he said that won&apos;t last long &apos;&apos;
d147.s073,many people think that pansies last only a few weeks then their period of growth and bloom is over,5,semcor.d147.s073.t004,last,VERB,last%2:42:01::,last#v#2,400,last#v#2#400,many people think that pansies last only a few weeks then their period of growth
d149.s096,now if i were you i would just plan to repair the old church so it would last for five or ten years,17,semcor.d149.s096.t007,last,VERB,last%2:42:01::,last#v#2,400,last#v#2#400,just plan to repair the old church so it would last for five or ten years
d186.s063,this state of unawareness may not last much longer,6,semcor.d186.s063.t000,last,VERB,last%2:42:00::,last#v#2,400,last#v#2#400,this state of unawareness may not last much longer
d186.s075,even there he did not last for long,5,semcor.d186.s075.t000,last,VERB,last%2:42:01::,last#v#2,400,last#v#2#400,even there he did not last for long
d213.s101,the three laotians agreed upon a six-point agenda for their talks which are to last three days,14,semcor.d213.s101.t001,last,VERB,last%2:42:00::,last#v#2,400,last#v#2#400,upon a six-point agenda for their talks which are to last three days
d256.s033,of course the well-received revivals last longer than the others and that further reminds us that the comedie is not insensitive to criticism,5,semcor.d256.s033.t000,last,VERB,last%2:42:00::,last#v#2,400,last#v#2#400,of course the well-received revivals last longer than the others and that further reminds us
d260.s067,the cooks had prepared one of the best meals we &apos;d had in a long time and on montero &apos;s orders had baked enough bread to last the day,26,semcor.d260.s067.t003,last,VERB,last%2:42:00::,last#v#2,400,last#v#2#400,and on montero &apos;s orders had baked enough bread to last the day
d263.s015,he said he had no .2 &apos;s enough to last two weeks more,9,semcor.d263.s015.t002,last,VERB,last%2:42:00::,last#v#2,400,last#v#2#400,he said he had no .2 &apos;s enough to last two weeks more
d263.s053,god &apos;s mercy and patience will last forever,6,semcor.d263.s053.t000,last,VERB,last%2:42:00::,last#v#2,400,last#v#2#400,god &apos;s mercy and patience will last forever
d317.s078,she said to maggie that it was one thing to meet an emergency and another to wallow in it and it was beginning to look at if this one was going to last forever,32,semcor.d317.s078.t006,last,VERB,last%2:42:00::,last#v#2,400,last#v#2#400,beginning to look at if this one was going to last forever
d321.s031,those that remain are those that were headed by strong executives men with the abilities to last almost 30 years in the competitive survival of the fittest,16,semcor.d321.s031.t003,last,VERB,last%2:42:01::,last#v#2,400,last#v#2#400,were headed by strong executives men with the abilities to last almost 30 years in the competitive survival of the
d328.s026,like its long-lived cousin the refrigerator a conditioner can be expected to last 20 to 25 years or more,12,semcor.d328.s026.t001,last,VERB,last%2:42:01::,last#v#2,400,last#v#2#400,long-lived cousin the refrigerator a conditioner can be expected to last 20 to 25 years or more
d019.s005,i &apos;m not a man who has many close intimate friends carla &apos;&apos; he said wanting her to know all about him,8,semcor.d019.s005.t004,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,i &apos;m not a man who has many close intimate friends carla &apos;&apos; he said wanting her to
d023.s031,probably his horse would be close to where he was hiding,5,semcor.d023.s031.t003,close,ADJ,close%3:00:05::,close#a#3,100,close#a#3#100,probably his horse would be close to where he was hiding
d025.s159,stanley had filled out the return and because when he was finished it was close to the lunch hour he had politely asked kitti to join him never expecting her to accept,13,semcor.d025.s159.t005,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,out the return and because when he was finished it was close to the lunch hour he had politely asked
d027.s001,in those vocational programs organized with smith-hughes money there may be a close tie between the labor union and a local employer on the one hand and the vocational teacher on the other,11,semcor.d027.s001.t005,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,those vocational programs organized with smith-hughes money there may be a close tie between the labor union and a local
d030.s014,o &apos; banion was born in poverty the son of an immigrant irish plasterer in the north side &apos;s little hell close by the sicilian quarter and death corner,17,semcor.d030.s014.t009,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,the son of an immigrant irish plasterer in the north side &apos;s little hell close by the sicilian quarter and
d037.s037,sherlock holmes is not merely an individualist he is very close to being a mental case,9,semcor.d037.s037.t007,close,ADJ,close%3:00:05::,close#a#3,100,close#a#3#100,sherlock holmes is not merely an individualist he is very close to being a mental case
d052.s052,others who wrote of low characters and low life included thomas bangs thorpe creator of the big bear of arkansas and tom owen the bee-hunter johnson jones hooper whose character simon suggs bears a close kinship to flem snopes in both his willingness to take cruel advantage of all and sundry and the sharpness with which he habitually carried out his will and george washington harris whose tennessee hillbilly character sut lovingood perpetrated more unmalicious mischief and more unintended pain than any other character in literature,26,semcor.d052.s052.t016,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,big bear of arkansas and tom owen the bee-hunter johnson jones hooper whose character simon suggs bears a close kinship
d053.s080,if you plan to sell fresh vegetables or whole milk for example you should be close to a town or city,14,semcor.d053.s080.t008,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,sell fresh vegetables or whole milk for example you should be close to a town or city
d058.s027,this shelter could be built in regions where water or rock is close to the surface making it impractical to build an underground shelter,12,semcor.d058.s027.t006,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,could be built in regions where water or rock is close to the surface making it impractical to build an
d058.s038,these are particularly suitable for regions where water or rock is close to the surface,11,semcor.d058.s038.t006,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,are particularly suitable for regions where water or rock is close to the surface
d060.s031,if you are unable to sign the request because of illness or other good cause another person who stands in close personal or business relationship to you may sign the request on your behalf stating the reason why you are unable to sign,20,semcor.d060.s031.t010,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,illness or other good cause another person who stands in close personal or business relationship to you may sign the
d070.s092,he stood flat-footed in the box but not very close to the plate now,9,semcor.d070.s092.t005,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,he stood flat-footed in the box but not very close to the plate now
d072.s024,men seem almost universally to want a sense of function that is a feeling that their existence makes a difference to someone living or unborn close and immediate or generalized,25,semcor.d072.s024.t011,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,their existence makes a difference to someone living or unborn close and immediate or generalized
d074.s070,implements of wood and iron are available for close and hasty combat no matter where a man stands,8,semcor.d074.s070.t005,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,implements of wood and iron are available for close and hasty combat no matter where a man stands
d076.s074,griffith said hoag told me to tell you &apos;&apos; he waited until they were close it was hideously embarrassing not to let the prime minister be alone with mahzeer &apos;&apos;,14,semcor.d076.s074.t007,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,me to tell you &apos;&apos; he waited until they were close it was hideously embarrassing not to let the prime
d081.s006,we use the term bio-medicine &apos;&apos; because of the close interrelation between biology and medical research,9,semcor.d081.s006.t003,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,we use the term bio-medicine &apos;&apos; because of the close interrelation between biology and medical research
d084.s077,he drew her close and hand on cheek turned her face to his,3,semcor.d084.s077.t001,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,he drew her close and hand on cheek turned her face to his
d085.s013,he felt close to mary having spent so long concentrating on the beginning of her journey,2,semcor.d085.s013.t001,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,he felt close to mary having spent so long concentrating on the
d093.s009,when a dot appears close to the end of the transverse line the moderate &apos;&apos; rating may be further classified according to the position of the dot with respect to the vertical marking denoting the mean age,4,semcor.d093.s009.t002,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,when a dot appears close to the end of the transverse line the moderate
d093.s010,such classifications may be called somewhat advanced &apos;&apos; or somewhat delayed &apos;&apos; as the case may be reserving moderate &apos;&apos; for dots upon or close to the mean,24,semcor.d093.s010.t010,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,case may be reserving moderate &apos;&apos; for dots upon or close to the mean
d113.s000,the bronchus and pulmonary artery in this lung type maintain a close relationship throughout,10,semcor.d113.s000.t005,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,the bronchus and pulmonary artery in this lung type maintain a close relationship throughout
d113.s001,the pulmonary vein however without the limiting supportive tissue septa as in type 1 follows a more direct path to the hilum and does not maintain this close relationship figs. 8 22,26,semcor.d113.s001.t015,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,more direct path to the hilum and does not maintain this close relationship figs. 8 22
d118.s006,the survivors emerge on some nice sunny day in march or april when the temperature is close to 50 f and there is not too much wind,16,semcor.d118.s006.t008,close,ADJ,close%3:00:05::,close#a#3,100,close#a#3#100,sunny day in march or april when the temperature is close to 50 f and there is not too much
d118.s091,the best chance of course is offered by gently sloping terrain where the water remains close to the surface and where the air is dry so that a high evaporation leaves salty deposits which permit only sparse plant growth,14,semcor.d118.s091.t009,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,course is offered by gently sloping terrain where the water remains close to the surface and where the air is
d124.s115,many years later the photon counting apparatus in the nose of the ship would determine that the star was close enough to actuate deceleration,19,semcor.d124.s115.t011,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,nose of the ship would determine that the star was close enough to actuate deceleration
d129.s013,the african rock python a close second is followed in turn by the reticulate python,4,semcor.d129.s013.t002,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,the african rock python a close second is followed in turn by the reticulate
d130.s086,the nigger boy was close behind him,4,semcor.d130.s086.t003,close,ADJ,close%3:00:05::,close#a#3,100,close#a#3#100,the nigger boy was close behind him
d146.s060,the figure was close enough now for him to see the nose twitching to dislodge the drop clinging there,3,semcor.d146.s060.t002,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,the figure was close enough now for him to see the nose twitching
d150.s039,that after all his years of effort to become a composer he should now now when he was still stoutly replying to the critics of his discourse on the arts and sciences be so close to a success in music and have to reject it,34,semcor.d150.s039.t013,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,of his discourse on the arts and sciences be so close to a success in music and have to reject
d151.s085,the situation with regard to our attitude and control &apos;&apos; of disease contains close analogies to problems confronting us with respect to people,13,semcor.d151.s085.t005,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,regard to our attitude and control &apos;&apos; of disease contains close analogies to problems confronting us with respect to people
d156.s040,nor could he call up memory-pictures of close friends or relatives,6,semcor.d156.s040.t002,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,nor could he call up memory-pictures of close friends or relatives
d158.s001,it is being fought moreover in fairly close correspondence with the predictions of the soothsayers of the think factories,7,semcor.d158.s001.t003,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,it is being fought moreover in fairly close correspondence with the predictions of the soothsayers of the
d159.s017,the big factories which are relatively near the centers of our cities the rubber factories in akron chrysler &apos;s detroit plants u. s. steel &apos;s pittsburgh works often began on these sites at a time when that was the edge of the city yet close to transport river storage piers and power river,40,semcor.d159.s017.t022,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,these sites at a time when that was the edge of the city yet close to transport river storage piers
d170.s068,start by falling forward to a point close to the feet and as strength improves fall farther and farther out,7,semcor.d170.s068.t004,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,start by falling forward to a point close to the feet and as strength improves fall farther
d170.s081,care should be taken to see that the hands are placed on the floor before the kick starts and also that the landing foot is brought as close to the hands as possible,27,semcor.d170.s081.t011,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,starts and also that the landing foot is brought as close to the hands as possible
d170.s086,be sure that the landing foot is brought close to the hands and that only one foot lands at a time,8,semcor.d170.s086.t005,close,ADJ,close%3:00:01::,close#a#3,100,close#a#3#100,be sure that the landing foot is brought close to the hands and that only one foot lands
d184.s072,in searching for clues which might lead us to a fresh apprehension of the reality of spirit the close connection between spirit and community is likely to prove the most fruitful,18,semcor.d184.s072.t007,close,ADJ,close%3:00:02::,close#a#3,100,close#a#3#100,to a fresh apprehension of the reality of spirit the close connection between spirit and community is likely to prove
d020.s019,these things have been disseminated by other means but always in the wake of extensive publication of analytic results,12,semcor.d020.s019.t005,wake,NOUN,wake%1:19:00::,wake#n#1,200,wake#n#1#200,have been disseminated by other means but always in the wake of extensive publication of analytic results
d083.s043,in his wake came the district traffic supervisor and the cream of the telegraphic profession ten of boston &apos;s best chosen for their long experience and thorough knowledge of golf,2,semcor.d083.s043.t000,wake,NOUN,wake%1:19:00::,wake#n#1,200,wake#n#1#200,in his wake came the district traffic supervisor and the cream of
d184.s038,it grows terribly and unavoidably in power and leaves in its wake a trail of misery moral disintegration and destruction,11,semcor.d184.s038.t005,wake,NOUN,wake%1:19:00::,wake#n#1,200,wake#n#1#200,grows terribly and unavoidably in power and leaves in its wake a trail of misery moral disintegration and destruction
d020.s066,and the more complex the morphophonemic system is in relation to the phonemic base the less easily a phonemic system will be analysed without close attention to the morphophonemics at least the less satisfying will a phonemic statement be if it cannot be related through morphophonemic rules to grammatically meaningful structures,12,semcor.d020.s066.t005,base,NOUN,base%1:09:00::,base#n#1,100,base#n#1#100,more complex the morphophonemic system is in relation to the phonemic base the less easily a phonemic system will be
d033.s045,the existence of a public school vocational training program in trade and industry provides a base from which such needs can be filled,13,semcor.d033.s045.t007,base,NOUN,base%1:09:00::,base#n#1,100,base#n#1#100,a public school vocational training program in trade and industry provides a base from which such needs can be filled
d071.s048,somehow the pictures and stories of soviet t-34 tanks on cuban beaches and russian mig jet fighters strafing rebel troops has brought home to all of us the stark blunt truth of what it means to have a russian military base 90 miles away from home,39,semcor.d071.s048.t021,base,NOUN,base%1:06:04::,base#n#1,100,base#n#1#100,blunt truth of what it means to have a russian military base 90 miles away from home
d073.s013,the following table shows for selected years the authorizations appropriations allotment base federal grants to states and state matching funds for this part of the grant program,11,semcor.d073.s013.t008,base,NOUN,base%1:10:01::,base#n#1,100,base#n#1#100,following table shows for selected years the authorizations appropriations allotment base federal grants to states and state matching funds for
d073.s015,the act further provides for a floor &apos;&apos; or minimum allotment set at the 1954 level which is called the base &apos;&apos; allotment and a ceiling &apos;&apos; or maximum allotment for each state,20,semcor.d073.s015.t008,base,NOUN,base%1:10:01::,base#n#1,100,base#n#1#100,allotment set at the 1954 level which is called the base &apos;&apos; allotment and a ceiling &apos;&apos; or maximum allotment
d093.s041,the length of the arrow indicates amount of slowing or acceleration at completion over that at onset and the difference in months can be read roughly by referring the arrow to the age scale along the base of each figure or more precisely by referring to the original data in the appropriate tables,36,semcor.d093.s041.t014,base,NOUN,base%1:17:00::,base#n#1,100,base#n#1#100,by referring the arrow to the age scale along the base of each figure or more precisely by referring to
d109.s040,inscribed around its base is a charm in balinese a dialect i take it you do n&apos;t comprehend,3,semcor.d109.s040.t001,base,NOUN,base%1:06:00::,base#n#1,100,base#n#1#100,inscribed around its base is a charm in balinese a dialect i take
d145.s097,the total heat loss through the anode holder included also the heat conducted through the base of the cylindrical piece into the adjacent metal parts,15,semcor.d145.s097.t009,base,NOUN,base%1:06:01::,base#n#1,100,base#n#1#100,the anode holder included also the heat conducted through the base of the cylindrical piece into the adjacent metal parts
